ID,Priority,Group,Media Type,Published,Year,Title / Item,Publication / Platform,Exact Name Matched,How Featured,Work / Subject,Byline / Host,Language,Source Relationship,Verification,Confidence,Press-Kit Use,Direct Link,Secondary Link,Evidence / Notes,Last Checked
PF-028,C,Profiles & Catalogs,Link hub / portfolio index,Unknown,,Zazie Productions,Linktree,Zazie Productions; Zazie Kanwar-Torge,"Official index of press, profiles, films, releases and products",Cross-platform portfolio,,English,Owned profile hub,Direct or search-indexed profile verified,High,Supplemental,https://linktr.ee/ZazieProductions,,Public page or index contains the exact name: Zazie Productions; Zazie Kanwar-Torge.,2026-08-09
PF-029,C,Profiles & Catalogs,Music-video profile,Unknown,,Zazie Productions Videos,ReverbNation,Zazie Productions,Artist page and hosted videos,Music videos,,English,Music platform,Direct or search-indexed profile verified,High,Supplemental,https://www.reverbnation.com/zazieproductions/videos,,Public page or index contains the exact name: Zazie Productions.,2026-08-09
PF-030,C,Profiles & Catalogs,Song database entry,Unknown,,I Love Everything About You,Rate Your Music,Zazie Productions,Artist credit and compilation appearance,Late Night Love Letters,,English,Music database,Direct or search-indexed profile verified,High,Supplemental,https://rateyourmusic.com/song/zazie-productions/i-love-everything-about-you/,,Public page or index contains the exact name: Zazie Productions.,2026-08-09
PF-031,C,Profiles & Catalogs,Music storefront profile,Unknown,,Zazie Productions,Amazon Music,Zazie Productions,Artist discography profile,Discography,,English,Streaming / retail platform,Direct or search-indexed profile verified,High,Supplemental,https://www.amazon.com/music/player/artists/B0B14FFGFV/zazie-productions,,Public page or index contains the exact name: Zazie Productions.,2026-08-09
MC-001,C,Music Compilations,Compilation appearance,2022,2022,Plosives: An Introduction To Ghost Nun,Ghost Nun,Zazie Productions,Credited artist / track appearance,Easy Concessions,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/23533040-Various-Plosives-An-Introduction-To-Ghost-Nun,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-002,C,Music Compilations,Compilation appearance,2023,2023,Warm Music For Cold Weather: For the Muscular Dystrophy Association,New Shagg Plus,Zazie Productions,Credited artist / track appearance,Oh! Alas! Christmas!,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/29280184-Various-Warm-Music-For-Cold-Weather-For-the-Muscular-Dystrophy-Association,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-003,C,Music Compilations,Compilation appearance,2023,2023,Shadowlands 4,Owlripper Recordings,Zazie Productions,Credited artist / track appearance,Seroquel Coma,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/28865734-Various-Shadowlands-4,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-004,C,Music Compilations,Compilation appearance,2023,2023,Christmasasaurus Unleashed!,Not On Label,Zazie Productions,Credited artist / track appearance,The Reindeers Are Running,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/33603147-Various-Christmasasaurus-Unleashed,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-005,C,Music Compilations,Compilation appearance,2023,2023,Harsh Noise Wall Means Fight Back: Smash Gay Oppression,Delirium Psychosis Productions,Zazie Productions,Credited artist / track appearance,Cisgender Replacement Therapy (CRT),,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/27529131-Various-Harsh-Noise-Wall-Means-Fight-Back-Smash-Gay-Oppression,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-006,C,Music Compilations,Compilation appearance,2023,2023,Esoterrexus - A Slithering Black Compilation,Slithering Black Records,Zazie Productions,Credited artist / track appearance,R'lyeh's Xenolith,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/28653841-Various-Esoterrexus-A-Slithering-Black-Compilation,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-007,C,Music Compilations,Compilation appearance,2024,2024,ArrhythNia Digital Net Label Compilation 4: Experimental Music And Noise,arrhythNia Records,Zazie Productions,Credited artist / track appearance,The Day That You Killed Yourself,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/30238304-Various-ArrhythNia-Digital-Net-Label-Compilation-4-Experimental-Music-And-Noise,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-008,C,Music Compilations,Compilation appearance,2024,2024,42 Seconds #7,Owlripper Recordings,Zazie Productions,Credited artist / track appearance,Plumbus Overture,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/32706429-Various-42-Seconds-7,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-009,C,Music Compilations,Compilation appearance,2025,2025,One World,Petroglyph Music,Zazie Productions,Credited artist / track appearance,Moving in Perpetual Slumber,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/35745076-Various-One-World,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-010,C,Music Compilations,Compilation appearance,2025,2025,Thirteenth Quarterly Report Of Argali Records Netlabel: Æther Corruption,Argali Records,Zazie Productions,Credited artist / track appearance,Weaponized Apathy,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/33641268-Various-Thirteenth-Quarterly-Report-Of-Argali-Records-Netlabel-%C3%86ther-Corruption,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-011,C,Music Compilations,Compilation appearance,2025,2025,Fourteenth Quarterly Report Of Argali Records Netlabel: The Great Reconnection,Argali Records,Zazie Productions,Credited artist / track appearance,Pivot And Deflect,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/34207969-Various-Fourteenth-Quarterly-Report-Of-Argali-Records-Netlabel-The-Great-Reconnection,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-012,C,Music Compilations,Compilation appearance,2025,2025,Sixteenth Quarterly Report: Our Just Desserts,Argali Records,Zazie Productions,Credited artist / track appearance,Vibroscriptorium,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/35943793-Various-Sixteenth-Quarterly-Report-Our-Just-Desserts,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-013,C,Music Compilations,Compilation appearance,2025,2025,Exquisite Tones For Oozing Ears - Vol. II,Corn On The Cob Music,Zazie Productions,Credited artist / track appearance,Pyrogenesis,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/33883035-Various-Exquisite-Tones-For-Oozing-Ears-Vol-II,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-014,C,Music Compilations,Compilation appearance,2025,2025,Echoes Of Ancient Wrath,Dodendans,Zazie Productions,Credited artist / track appearance,Anti-Sanity Phase,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/37767543-Various-Echoes-Of-Ancient-Wrath,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-015,C,Music Compilations,Compilation appearance,2025,2025,1 Year Anniversary,The Elements Of Tech & Bass Recordings,Zazie Productions,Credited artist / track appearance,Dome Collapse,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/35696575-Various-1-Year-Anniversary,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-016,C,Music Compilations,Compilation appearance,2025,2025,Experiments on the Witch House,Inner Demons / Dawn Of Darkness,Zazie Productions,Credited artist / track appearance,The Høuse FΩrgøt Its Name / Hex Ritual,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/35531737-Various-Experiments-on-the-Witch-House,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-017,C,Music Compilations,Compilation appearance,2025,2025,LSD666,LOUDsilence,Zazie Productions,Credited artist / track appearance,Pivot And Deflect,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/34195165-Various-LSD666,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-018,C,Music Compilations,Compilation appearance,2025,2025,Harsh Noise Corpus Vol. 4 (International Harsh Noise Compilation),The Hills Are Dead Records,Zazie Productions,Credited artist / track appearance,Track credit on grouped master release,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/master/4006543-Various-Harsh-Noise-Corpus-Vol4-International-Harsh-Noise-Compilation,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-019,C,Music Compilations,Compilation appearance,2025,2025,Solidarity: A Benefit Compilation for the ACLU,Voidstar Productions,Zazie Productions,Credited artist / track appearance,Pivot and Deflect,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/33736134-Various-Solidarity-A-Benefit-Compilation-for-the-ACLU,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-020,C,Music Compilations,Compilation appearance,2025,2025,Beyond The Body,Witch-House,Zazie Productions,Credited artist / track appearance,Vox Hemorrhagia,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/34128706-Various-Beyond-The-Body,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-021,C,Music Compilations,Compilation appearance,2025,2025,Dissonance Index Vol. 1,The Vanishing Point Syndicate,Zazie Productions,Credited artist / track appearance,Pyrogenesis,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/33890583-Various-Dissonance-Index-Vol-1,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-022,C,Music Compilations,Compilation appearance,2025,2025,DOSTOIVSKI,Plataforma Recs,Zazie Productions,Credited artist / track appearance,No God to witness no crime to prove,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/34149232-Various-DOSTOIVSKI,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-023,C,Music Compilations,Compilation appearance,2025,2025,Thinning Veil Compilation,Ingrown Records,Zazie Productions,Credited artist / track appearance,Moving in Perpetual Slumber,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/35567218-Various-Thinning-Veil-Compilation,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-024,C,Music Compilations,Compilation appearance,2025,2025,Icelock Continuum,Camembert Électrique,Zazie Productions,Credited artist / track appearance,Frost Directive XIII (Broadcast Leak ID: BLZRD-741),,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/36016036-Various-Icelock-Continuum,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-025,C,Music Compilations,Compilation appearance,2025,2025,Late Night Love Letters,Utopia District,Zazie Productions,Credited artist / track appearance,I Love Everything About You,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/37333392-Various-Late-Night-Love-Letters,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-026,C,Music Compilations,Compilation appearance,2025,2025,One String,Ensemble For Sound Poetry And Contemporary Music,Zazie Productions,Credited artist / track appearance,Wire Psalm,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/35645056-EFSPACM-One-String,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-027,C,Music Compilations,Compilation appearance,2025,2025,LSD100,LOUDsilence,Zazie Productions,Credited artist / track appearance,Stokes Diapir,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/32869101-Various-LSD100,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-028,C,Music Compilations,Compilation appearance,2025,2025,Synthetic Dystopia,The Church Of Noisy Goat,Zazie Productions,Credited artist / track appearance,Post-Carbon Signal Rot - Comunion V.2.3,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/34073494-Various-Synthetic-Dystopia,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-029,C,Music Compilations,Compilation appearance,2025,2025,Kosmische Lᴧëm - Volume #001,Spirit of Possibility Music,Zazie Productions,Credited artist / track appearance,Pivot and Deflect,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/34852574-Various-Kosmische-L%E1%B4%A7%C3%ABm-Volume-001,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-030,C,Music Compilations,Compilation appearance,2025,2025,Vampires (A Sounds For The Soul Compilation),Sounds for the Soul Records,Zazie Productions,Credited artist / track appearance,Vlad The Impaler,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/35511685-Various-Vampires-A-Sounds-For-The-Soul-Compilation,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-031,C,Music Compilations,Compilation appearance,2025,2025,Noisembryowl 5,Owlripper Recordings,Zazie Productions,Credited artist / track appearance,Weaponized Apathy,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/35850694-Various-Noisembryowl-5,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-032,C,Music Compilations,Compilation appearance,2025,2025,NYOTGRINDER NOISE COMPILATION vol.2,NYOTGRINDER,Zazie Productions,Credited artist / track appearance,xJazz-Grind Obstruction (US),,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/34846487-Various-NYOTGRINDER-NOISE-COMPILATION-vol2,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-033,C,Music Compilations,Compilation appearance,2025,2025,Toxic T.,Plataforma Recs,Zazie Productions,Credited artist / track appearance,Occupational Hazards,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/33889353-Various-Toxic-T,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-034,C,Music Compilations,Compilation appearance,2025,2025,1985,Errant Static,Zazie Productions,Credited artist / track appearance,Occupational Hazards,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/34981730-Various-1985,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-035,C,Music Compilations,Compilation appearance,2025,2025,Who Is The Dreamer? — A Tribute To David Lynch,The Church Of Noisy Goat,Zazie Productions,Credited artist / track appearance,Small Transitory Life,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/33220155-Various-Who-Is-The-Dreamer-A-Tribute-To-David-Lynch,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-036,C,Music Compilations,Compilation appearance,2025,2025,7.7,Not On Label (<1 Self-Released),Zazie Productions,Credited artist / track appearance,Pivot and Deflect,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/33707496-Divergent-Artists-77,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-037,C,Music Compilations,Compilation appearance,2025,2025,Stonewall/Noisewall Volume 1,TSHN Productions,Zazie Productions,Credited artist / track appearance,Stalactite Of Dead Reckoning,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/35109107-TSHN-Productions-StonewallNoisewall-Volume-1,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-038,C,Music Compilations,Compilation appearance,2025,2025,Aspirin Age Vol. 5 (A Shoegaze Compilation),Broken Sound Tapes,Zazie Productions,Credited artist / track appearance,Weaponized Apathy,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/35667886-Various-Aspirin-Age-Vol-5-A-Shoegaze-Compilation,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-039,C,Music Compilations,Compilation appearance,2025,2025,Tavern Synth Vol. II,Relics Of The Eternal City,Zazie Productions,Credited artist / track appearance,The Hearth Keeps Time,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/36381970-Various-Tavern-Synth-Vol-II,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-040,C,Music Compilations,Compilation appearance,2025,2025,Ju-On (呪怨) The Music Compilation,Dawn Of Darkness,Zazie Productions,Credited artist / track appearance,Izumi's Disappearance,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/34647799-Various-Ju-On-%E5%91%AA%E6%80%A8-The-Music-Compilation,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-041,C,Music Compilations,Compilation appearance,2025,2025,Make a Change: A Compilation of Skankin' Pickle Covers,Rocket Punch Records,Zazie Productions,Credited artist / track appearance,Not Too Late,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/34708917-Various-Make-a-Change-A-Compilation-of-Skankin-Pickle-Covers,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-042,C,Music Compilations,Compilation appearance,2026,2026,Twenty Three Seconds Ov Time Volume 15: Thee Awakening,Autonomous Individuals Network,Zazie Productions,Credited artist / track appearance,Galvanized Insides Can Feel No Joy,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/36703675-Various-Twenty-Three-Seconds-Ov-Time-Volume-15--Thee-Awakening-,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-043,C,Music Compilations,Compilation appearance,2026,2026,Summoning 1,Dittany of Crete,Zazie Productions,Credited artist / track appearance,The Høuse FΩrgøt Its Name / Hex Ritual,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/36430204-Various-Summoning-1,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-044,C,Music Compilations,Compilation appearance,2026,2026,Summoning 2,Dittany of Crete,Zazie Productions,Credited artist / track appearance,The Spirit’s Bone Colored Air,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/36959898-Various-Summoning-2,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-045,C,Music Compilations,Compilation appearance,2026,2026,Summoning 3,Dittany of Crete,Zazie Productions,Credited artist / track appearance,The Silence Began Crawling,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/37565460-Various-Summoning-3,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-046,C,Music Compilations,Compilation appearance,2026,2026,Field Recording Vol. 3,Gelombang Audiozine,Zazie Productions,Credited artist / track appearance,R09 Recording Water Pond Collage,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/37181856-Various-Field-Recording-Vol-3,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-047,C,Music Compilations,Compilation appearance,2026,2026,Field Recording Vol. 4,Gelombang Audiozine,Zazie Productions,Credited artist / track appearance,Pond At Night Cicadas / Wildlife Binaural,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/37644762-Various-Field-Recording-Vol-4,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-048,C,Music Compilations,Compilation appearance,2026,2026,Harsh Noise Corpus Vol. 5,The Hills Are Dead Records,Zazie Productions,Credited artist / track appearance,Track credit on compilation,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/36147124-Various-Harsh-Noise-Corpus-Vol5,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-049,C,Music Compilations,Compilation appearance,2026,2026,It's Only HNW (But I Like It) IX,The Hills Are Dead Records,Zazie Productions,Credited artist / track appearance,Obelisk Of Static Collapse,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/37511712-Various-Its-Only-HNW-But-I-Like-It-IX,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-050,C,Music Compilations,Compilation appearance,2026,2026,Two Years,LOUDsilence,Zazie Productions,Credited artist / track appearance,Checksum Failed Successfully,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/36241024-Various-Two-Years,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-051,C,Music Compilations,Compilation appearance,2026,2026,I Want To Believe (X-files Tribute),Dawn Of Darkness,Zazie Productions,Credited artist / track appearance,Trust No Signal,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/37900812-VA-I-Want-To-Believe-X-files-Tribute,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-052,C,Music Compilations,Compilation appearance,2026,2026,Frida Kahlo,Plataforma Recs,Zazie Productions,Credited artist / track appearance,Frida and the Broken Column,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/36350866-Various-Frida-Kahlo,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-053,C,Music Compilations,Compilation appearance,2026,2026,SHARDS // Vol. 1,Z-Dimension,Zazie Productions,Credited artist / track appearance,Vibroscriptorium,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/36836716-Various-SHARDS--Vol-1,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-054,C,Music Compilations,Compilation appearance,2026,2026,Frequências Cadavéricas - Volume I (Compilação),Brutalize Recs,Zazie Productions,Credited artist / track appearance,Negative Organ Function,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/36973218-Various-Frequ%C3%AAncias-Cadav%C3%A9ricas-Volume-I-Compila%C3%A7%C3%A3o,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-055,C,Music Compilations,Compilation appearance,2026,2026,H.P. Lovecraft’s ~Whisperer In Darkness~,GATES of HYPNOS,Zazie Productions,Credited artist / track appearance,Akeley's Phonograph,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/38101452-Various-HP-Lovecrafts-Whisperer-In-Darkness,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-056,C,Music Compilations,Compilation appearance,2026,2026,Noise Around The World 14,Plataforma Recs,Zazie Productions,Credited artist / track appearance,Pyrogenesis,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/36641662-Various-Noise-Around-The-World-14,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-057,C,Music Compilations,Compilation appearance,2026,2026,Music Inspired By Mulholland Drive,Dawn Of Darkness,Zazie Productions,Credited artist / track appearance,Club Silencio Acoustic Survey,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/36906384-Various-Music-Inspired-By-Mulholland-Drive,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-058,C,Music Compilations,Compilation appearance,2026,2026,Ecstatic Feedback II: A Terminal Future Industries Compilation,Terminal Future Industries,Zazie Productions,Credited artist / track appearance,Egregore Intrasound,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/37824543-Various-Ecstatic-Feedback-II-A-Terminal-Future-Industries-Compilation,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-059,C,Music Compilations,Compilation appearance,2026,2026,Psych Against Cancer Vol 3 Part 2,Psych Lovers,Zazie Productions,Credited artist / track appearance,Weaponized Apathy,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/36690658-Various-Psych-Against-Cancer-Vol-3-Part-2-,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
MC-060,C,Music Compilations,Compilation appearance,Unknown,,Arboreal Telegraph,Camembert Électrique,Zazie Productions,Credited artist / track appearance,Isochamber Drift,,English,Third-party release / Discogs catalog record,Verified via exact-name Discogs artist index,High,Discography appendix,https://www.discogs.com/release/38101530-Various-Arboreal-Telegraph,,Discogs currently lists this row under the exact-name Zazie Productions artist appearances index.,2026-08-09
